date,temperature_mean,temperature_max,temperature_min,rainfall,district
2021-12-14,27.9,34.28,21.83,0.04,Karonga
2021-12-15,28.54,34.88,21.89,0.02,Karonga
2021-12-16,28.83,35.06,23.39,0.15,Karonga
2021-12-17,27.53,32.25,23.74,5.5,Karonga
2021-12-18,26.3,31.16,22.76,42.97,Karonga
2021-12-19,23.16,26.01,21.05,35.4,Karonga
2021-12-20,24.33,28.99,20.77,10.11,Karonga
2021-12-21,26.14,31.11,21.63,1.88,Karonga
2021-12-22,26.99,31.95,22.55,0.17,Karonga
2021-12-23,27.51,32.89,22.61,0.01,Karonga
2021-12-24,27.59,33.31,22.03,0.0,Karonga
2021-12-25,27.22,33.13,22.3,0.01,Karonga
2021-12-26,26.58,32.75,21.53,0.0,Karonga
2021-12-27,26.64,32.69,21.18,0.04,Karonga
2021-12-28,26.69,33.49,21.18,0.48,Karonga
2021-12-29,27.01,33.55,21.08,0.14,Karonga
2021-12-30,27.75,34.09,21.72,1.75,Karonga
2021-12-31,26.96,32.23,22.16,17.98,Karonga
2022-01-01,23.97,27.28,20.14,18.48,Karonga
2022-01-02,24.13,29.9,19.44,31.62,Karonga
2022-01-03,23.99,28.63,20.5,22.5,Karonga
2022-01-04,24.73,28.67,21.8,10.18,Karonga
2022-01-05,25.46,29.8,21.65,2.05,Karonga
2022-01-06,24.82,28.2,22.16,21.73,Karonga
2022-01-07,25.35,29.67,22.57,11.25,Karonga
2022-01-08,24.78,28.38,22.33,3.74,Karonga
2022-01-09,24.57,27.87,22.13,7.86,Karonga
2022-01-10,23.49,26.01,21.62,16.02,Karonga
2022-01-11,24.16,27.22,20.77,11.84,Karonga
2022-01-12,24.53,28.35,21.23,22.12,Karonga
2022-01-13,24.83,29.45,21.56,17.37,Karonga
2022-01-14,23.11,25.86,20.39,32.95,Karonga
2022-01-15,22.61,25.32,19.68,6.37,Karonga
2022-01-16,23.16,27.72,19.42,1.95,Karonga
2022-01-17,22.44,24.93,20.27,18.38,Karonga
2022-01-18,22.46,25.45,20.34,32.72,Karonga
2022-01-19,22.77,26.65,19.86,18.44,Karonga
2022-01-20,22.17,25.73,20.09,33.51,Karonga
2022-01-21,22.6,26.29,18.69,23.34,Karonga
2022-01-22,22.22,25.71,19.59,55.1,Karonga
2022-01-23,21.32,24.03,18.29,37.13,Karonga
2022-01-24,23.03,27.36,19.67,32.13,Karonga
2022-01-25,23.09,27.9,19.35,8.39,Karonga
2022-01-26,23.55,27.9,19.63,1.69,Karonga
2022-01-27,24.01,27.48,20.56,3.07,Karonga
2022-01-28,22.23,24.01,20.88,36.26,Karonga
2022-01-29,22.38,25.05,20.07,6.12,Karonga
2022-01-30,22.79,26.25,20.46,18.42,Karonga
2022-01-31,23.51,26.54,20.77,6.67,Karonga
2022-02-01,22.12,25.22,19.4,5.95,Karonga
2022-02-02,24.02,27.14,20.75,17.75,Karonga
2022-02-03,24.14,28.17,20.61,12.18,Karonga
2022-02-04,22.88,25.75,20.33,7.66,Karonga
2022-02-05,21.37,23.98,19.36,14.17,Karonga
2022-02-06,21.92,25.71,19.06,8.21,Karonga
2022-02-07,22.16,26.18,19.22,11.25,Karonga
2022-02-08,22.77,26.21,19.0,9.14,Karonga
2022-02-09,22.61,25.42,20.09,3.59,Karonga
2022-02-10,23.37,26.85,20.31,45.64,Karonga
2022-02-11,22.95,25.43,20.54,27.78,Karonga
2022-02-12,22.08,24.15,20.35,4.48,Karonga
2022-02-13,22.11,24.18,20.22,11.33,Karonga
2022-02-14,21.54,24.16,19.48,4.84,Karonga
2022-02-15,22.07,26.16,18.56,4.17,Karonga
2022-02-16,22.77,26.74,19.28,6.35,Karonga
2022-02-17,22.33,25.65,20.01,12.05,Karonga
2022-02-18,22.38,25.73,20.07,18.84,Karonga
2022-02-19,21.51,24.52,19.78,19.65,Karonga
2022-02-20,21.83,25.22,19.19,20.57,Karonga
2022-02-21,22.18,25.96,19.42,12.36,Karonga
2022-02-22,22.67,26.84,19.42,35.72,Karonga
2022-02-23,22.17,25.36,19.95,31.63,Karonga
2022-02-24,22.77,26.74,18.91,17.71,Karonga
2022-02-25,22.75,25.85,19.99,6.58,Karonga
2022-02-26,22.51,24.74,20.53,9.43,Karonga
2022-02-27,21.86,24.79,19.75,11.69,Karonga
2022-02-28,22.38,26.07,18.66,5.12,Karonga
2022-03-01,23.16,26.48,20.47,2.76,Karonga
2022-03-02,23.43,26.68,20.55,2.75,Karonga
2022-03-03,22.37,24.06,20.94,5.8,Karonga
2022-03-04,23.76,27.1,20.02,8.13,Karonga
2022-03-05,23.72,27.05,20.88,6.06,Karonga
2022-03-06,23.44,26.78,20.83,1.2,Karonga
2022-03-07,23.73,27.4,21.16,6.04,Karonga
2022-03-08,24.23,27.96,22.04,8.17,Karonga
2022-03-09,23.24,25.87,21.61,15.94,Karonga
2022-03-10,23.47,26.39,21.36,17.58,Karonga
2022-03-11,22.77,26.17,20.47,5.87,Karonga
2022-03-12,22.77,25.78,20.22,6.18,Karonga
2022-03-13,23.11,27.04,19.73,6.91,Karonga
2022-03-14,23.49,27.48,19.62,10.65,Karonga
2022-03-15,23.6,26.74,20.92,2.91,Karonga
2022-03-16,23.48,26.47,20.84,9.99,Karonga
2022-03-17,23.65,26.56,21.49,18.05,Karonga
2022-03-18,21.59,23.81,20.35,13.49,Karonga
2022-03-19,22.78,26.48,19.43,3.63,Karonga
2022-03-20,22.6,24.49,20.8,14.28,Karonga
2022-03-21,22.23,25.53,19.98,9.11,Karonga
2022-03-22,22.31,25.46,19.92,14.21,Karonga
2022-03-23,23.04,26.32,20.53,6.4,Karonga
2022-03-24,23.36,26.4,21.25,9.08,Karonga
2022-03-25,23.59,27.5,20.61,1.94,Karonga
2022-03-26,23.63,27.78,19.59,1.06,Karonga
2022-03-27,23.83,27.62,20.59,1.76,Karonga
2022-03-28,23.96,27.17,21.59,3.14,Karonga
2022-03-29,22.63,25.14,20.78,8.26,Karonga
2022-03-30,23.04,26.64,19.83,19.36,Karonga
2022-03-31,22.96,26.18,20.36,18.57,Karonga
2022-04-01,23.01,26.02,20.81,23.05,Karonga
2022-04-02,23.45,27.05,20.72,17.02,Karonga
2022-04-03,23.48,27.03,21.09,19.12,Karonga
2022-04-04,24.15,27.11,21.56,7.54,Karonga
2022-04-05,24.19,27.5,20.94,17.29,Karonga
2022-04-06,23.08,26.31,21.23,36.33,Karonga
2022-04-07,23.57,26.78,20.16,16.2,Karonga
2022-04-08,23.09,25.95,21.14,2.52,Karonga
2022-04-09,23.15,26.74,20.67,6.45,Karonga
2022-04-10,21.84,24.31,20.35,31.42,Karonga
2022-04-11,22.01,25.55,18.98,2.16,Karonga
2022-04-12,22.43,25.82,19.75,2.81,Karonga
2022-04-13,22.39,25.87,19.99,1.49,Karonga
2022-04-14,22.59,25.94,19.44,2.74,Karonga
2022-04-15,22.63,25.87,20.21,1.23,Karonga
2022-04-16,22.8,26.28,19.76,3.41,Karonga
2022-04-17,22.12,25.5,19.89,3.35,Karonga
2022-04-18,22.83,26.57,19.79,3.09,Karonga
2022-04-19,22.14,25.43,18.91,2.14,Karonga
2022-04-20,22.44,25.52,20.04,6.33,Karonga
2022-04-21,22.4,25.5,20.22,2.61,Karonga
2022-04-22,22.38,25.74,19.72,0.44,Karonga
2022-04-23,23.03,26.9,19.49,0.7,Karonga
2022-04-24,23.05,26.64,19.9,2.32,Karonga
2022-04-25,22.48,25.24,20.1,3.41,Karonga
2022-04-26,22.6,25.87,19.76,5.89,Karonga
2022-04-27,22.75,26.19,20.65,8.5,Karonga
2022-04-28,20.8,23.38,17.91,4.58,Karonga
2022-04-29,20.46,24.49,17.54,1.23,Karonga
2022-04-30,20.97,24.93,17.41,1.68,Karonga
2022-05-01,21.43,25.44,18.61,0.62,Karonga
2022-05-02,19.99,23.76,16.85,0.2,Karonga
2022-05-03,19.47,23.57,16.53,0.17,Karonga
2022-05-04,19.55,23.86,16.11,0.11,Karonga
2022-05-05,19.77,24.1,16.57,0.05,Karonga
2022-05-06,20.66,24.91,17.15,0.01,Karonga
2022-05-07,21.51,25.76,18.68,0.0,Karonga
2022-05-08,21.39,25.79,18.19,0.0,Karonga
2022-05-09,20.59,25.27,17.05,0.0,Karonga
2022-05-10,20.02,24.53,15.99,0.0,Karonga
2022-05-11,20.15,24.84,16.41,0.0,Karonga
2022-05-12,20.14,25.03,15.77,0.0,Karonga
2022-05-13,20.11,24.57,15.96,0.0,Karonga
2022-05-14,19.71,24.41,15.81,0.0,Karonga
2022-05-15,19.68,24.25,15.92,0.0,Karonga
2022-05-16,19.23,23.61,16.02,0.01,Karonga
2022-05-17,18.19,23.03,14.53,0.0,Karonga
2022-05-18,18.78,23.27,14.75,0.01,Karonga
2022-05-19,19.35,23.67,15.73,0.01,Karonga
2022-05-20,20.84,25.17,17.08,0.01,Karonga
2022-05-21,22.02,26.09,19.29,0.0,Karonga
2022-05-22,21.6,26.09,17.48,0.0,Karonga
2022-05-23,20.73,25.57,16.31,0.0,Karonga
2022-05-24,21.24,25.73,17.3,0.0,Karonga
2022-05-25,21.95,25.86,19.1,0.0,Karonga
2022-05-26,21.6,25.69,18.44,0.57,Karonga
2022-05-27,21.08,25.22,18.25,1.89,Karonga
2022-05-28,19.06,23.18,15.23,0.13,Karonga
2022-05-29,17.79,22.91,13.55,0.03,Karonga
2022-05-30,18.81,23.86,14.86,0.2,Karonga
2022-05-31,18.92,23.28,15.74,0.42,Karonga
2022-06-01,18.3,22.85,14.89,0.58,Karonga
2022-06-02,17.44,21.69,14.6,0.45,Karonga
2022-06-03,16.58,20.99,12.74,0.49,Karonga
2022-06-04,16.42,21.93,12.38,0.17,Karonga
2022-06-05,17.2,22.56,12.42,0.63,Karonga
2022-06-06,17.52,22.09,14.57,2.13,Karonga
2022-06-07,17.84,22.72,13.87,1.46,Karonga
2022-06-08,18.14,22.99,14.62,0.92,Karonga
2022-06-09,18.35,23.26,14.71,0.57,Karonga
2022-06-10,18.29,23.16,14.46,0.31,Karonga
2022-06-11,18.36,23.35,14.89,0.31,Karonga
2022-06-12,17.74,22.83,13.43,0.26,Karonga
2022-06-13,17.71,23.02,12.8,0.09,Karonga
2022-06-14,19.11,24.0,14.65,0.04,Karonga
2022-06-15,20.69,25.94,16.1,0.0,Karonga
2022-06-16,20.63,25.47,16.51,0.03,Karonga
2022-06-17,19.56,24.34,15.94,0.07,Karonga
2022-06-18,18.46,23.38,14.82,0.01,Karonga
2022-06-19,17.92,23.45,13.82,0.01,Karonga
2022-06-20,17.38,22.92,13.66,0.04,Karonga
2022-06-21,16.8,22.27,12.26,0.07,Karonga
2022-06-22,17.66,22.99,13.95,0.24,Karonga
2022-06-23,17.31,22.48,13.64,0.21,Karonga
2022-06-24,17.14,22.33,13.19,0.17,Karonga
2022-06-25,17.65,22.25,14.02,1.41,Karonga
2022-06-26,17.42,21.9,14.41,3.67,Karonga
2022-06-27,16.53,20.83,13.63,4.67,Karonga
2022-06-28,16.55,21.19,13.27,3.24,Karonga
2022-06-29,17.34,21.87,13.5,3.75,Karonga
2022-06-30,17.92,22.87,14.51,0.54,Karonga
2022-07-01,17.65,22.52,14.03,0.15,Karonga
2022-07-02,17.19,22.57,12.71,0.04,Karonga
2022-07-03,17.43,22.75,12.77,0.14,Karonga
2022-07-04,17.89,23.03,13.75,0.11,Karonga
2022-07-05,17.25,22.63,11.94,0.16,Karonga
2022-07-06,18.06,23.22,14.17,0.22,Karonga
2022-07-07,18.31,23.28,14.29,0.35,Karonga
2022-07-08,18.36,22.75,15.72,0.76,Karonga
2022-07-09,17.65,22.25,13.69,0.23,Karonga
2022-07-10,18.35,23.02,13.98,0.03,Karonga
2022-07-11,18.93,23.71,14.91,0.0,Karonga
2022-07-12,18.47,23.03,14.91,0.0,Karonga
2022-07-13,18.08,23.25,14.79,0.0,Karonga
2022-07-14,18.86,24.26,14.27,0.0,Karonga
2022-07-15,19.19,24.14,15.55,0.09,Karonga
2022-07-16,17.74,22.28,14.38,0.07,Karonga
2022-07-17,17.25,22.58,13.34,0.03,Karonga
2022-07-18,17.84,23.46,12.7,0.01,Karonga
2022-07-19,19.09,24.31,14.47,0.01,Karonga
2022-07-20,18.9,23.97,15.02,0.0,Karonga
2022-07-21,18.91,23.89,14.21,0.0,Karonga
2022-07-22,18.95,23.66,15.65,0.0,Karonga
2022-07-23,18.79,24.13,14.0,0.0,Karonga
2022-07-24,19.43,24.82,15.11,0.0,Karonga
2022-07-25,19.17,24.09,15.34,1.48,Karonga
2022-07-26,18.33,22.74,15.07,2.5,Karonga
2022-07-27,17.85,23.19,13.94,0.3,Karonga
2022-07-28,18.22,23.96,14.21,0.65,Karonga
2022-07-29,18.74,24.07,14.21,0.82,Karonga
2022-07-30,19.1,24.37,14.88,0.04,Karonga
2022-07-31,19.94,25.47,15.32,0.02,Karonga
2022-08-01,19.29,24.78,14.85,0.03,Karonga
2022-08-02,19.13,24.35,14.49,0.06,Karonga
2022-08-03,19.28,24.71,14.63,0.06,Karonga
2022-08-04,19.45,25.01,14.97,0.01,Karonga
2022-08-05,19.04,25.13,13.75,0.0,Karonga
2022-08-06,18.93,25.05,14.23,0.0,Karonga
2022-08-07,19.18,24.96,14.11,0.0,Karonga
2022-08-08,19.27,25.67,14.1,0.0,Karonga
2022-08-09,19.46,25.77,14.65,0.0,Karonga
2022-08-10,19.65,25.98,14.43,0.0,Karonga
2022-08-11,20.05,25.92,15.05,0.0,Karonga
2022-08-12,19.75,25.51,15.11,0.0,Karonga
2022-08-13,19.84,25.64,14.92,0.0,Karonga
2022-08-14,20.7,26.84,15.49,0.0,Karonga
2022-08-15,21.33,27.64,16.4,0.0,Karonga
2022-08-16,21.43,26.97,16.53,0.0,Karonga
2022-08-17,21.28,27.11,16.38,0.0,Karonga
2022-08-18,21.54,27.75,16.53,0.0,Karonga
2022-08-19,22.26,28.69,16.33,0.17,Karonga
2022-08-20,22.79,29.12,17.0,0.09,Karonga
2022-08-21,22.31,28.13,17.77,0.79,Karonga
2022-08-22,21.06,26.37,17.39,1.82,Karonga
2022-08-23,20.51,25.86,15.67,2.56,Karonga
2022-08-24,20.34,25.87,16.28,0.11,Karonga
2022-08-25,20.23,25.66,15.31,0.03,Karonga
2022-08-26,20.94,26.54,16.44,0.03,Karonga
2022-08-27,21.37,26.73,16.84,0.03,Karonga
2022-08-28,21.37,27.12,16.16,0.01,Karonga
2022-08-29,20.94,26.94,15.65,0.05,Karonga
2022-08-30,21.49,28.02,16.05,0.1,Karonga
2022-08-31,20.82,26.51,16.14,0.96,Karonga
2022-09-01,19.4,24.86,15.67,0.97,Karonga
2022-09-02,18.73,25.04,14.54,0.3,Karonga
2022-09-03,19.63,26.94,13.73,0.0,Karonga
2022-09-04,20.72,27.86,14.74,0.0,Karonga
2022-09-05,21.3,28.19,15.49,0.0,Karonga
2022-09-06,21.98,28.7,16.08,0.0,Karonga
2022-09-07,21.93,27.62,16.86,0.0,Karonga
2022-09-08,21.33,27.02,15.61,0.01,Karonga
2022-09-09,21.96,27.53,16.34,0.01,Karonga
2022-09-10,22.95,28.62,17.45,0.01,Karonga
2022-09-11,23.16,29.14,17.65,0.0,Karonga
2022-09-12,23.4,29.68,17.9,0.0,Karonga
2022-09-13,23.05,28.7,18.41,0.0,Karonga
2022-09-14,21.96,27.44,17.37,0.0,Karonga
2022-09-15,22.33,27.97,17.01,0.0,Karonga
2022-09-16,22.78,28.45,17.63,0.0,Karonga
2022-09-17,22.65,28.58,17.19,0.0,Karonga
2022-09-18,22.78,29.28,16.54,0.0,Karonga
2022-09-19,23.45,30.58,17.13,0.0,Karonga
2022-09-20,24.24,31.15,18.16,0.0,Karonga
2022-09-21,24.21,31.14,18.04,0.0,Karonga
2022-09-22,24.11,30.65,18.32,0.0,Karonga
2022-09-23,23.58,29.95,17.92,0.0,Karonga
2022-09-24,24.14,30.61,18.0,0.0,Karonga
2022-09-25,24.57,30.78,18.43,0.0,Karonga
2022-09-26,25.68,31.62,20.11,0.0,Karonga
2022-09-27,25.37,31.17,19.79,0.0,Karonga
2022-09-28,24.61,30.46,18.87,0.0,Karonga
2022-09-29,23.71,29.48,18.75,0.0,Karonga
2022-09-30,23.67,29.49,18.18,0.0,Karonga
2022-10-01,24.33,30.47,18.38,0.0,Karonga
2022-10-02,24.04,30.73,17.71,0.0,Karonga
2022-10-03,23.98,30.91,17.61,0.0,Karonga
2022-10-04,24.08,31.08,18.03,0.0,Karonga
2022-10-05,24.16,31.38,17.34,0.0,Karonga
2022-10-06,24.51,31.49,17.4,0.01,Karonga
2022-10-07,23.77,30.42,17.4,0.0,Karonga
2022-10-08,23.47,29.58,17.49,0.0,Karonga
2022-10-09,23.84,30.26,17.83,0.0,Karonga
2022-10-10,24.14,30.42,17.38,0.0,Karonga
2022-10-11,24.22,30.47,18.67,0.0,Karonga
2022-10-12,23.42,29.93,17.19,0.0,Karonga
2022-10-13,23.61,30.26,17.11,0.0,Karonga
2022-10-14,23.47,30.35,17.06,0.0,Karonga
2022-10-15,23.52,30.91,16.61,0.0,Karonga
2022-10-16,24.16,31.37,17.29,0.0,Karonga
2022-10-17,24.47,30.91,18.34,0.0,Karonga
2022-10-18,24.51,30.73,18.63,0.0,Karonga
2022-10-19,24.85,30.95,18.42,0.0,Karonga
2022-10-20,25.12,31.29,18.88,0.0,Karonga
2022-10-21,25.61,31.67,18.88,0.0,Karonga
2022-10-22,25.96,31.95,19.77,0.0,Karonga
2022-10-23,26.21,33.08,19.48,0.0,Karonga
2022-10-24,26.8,33.22,20.66,0.0,Karonga
2022-10-25,27.13,33.3,21.63,0.0,Karonga
2022-10-26,26.83,32.85,21.82,0.0,Karonga
2022-10-27,27.03,33.79,20.23,0.0,Karonga
2022-10-28,27.13,34.31,20.43,0.0,Karonga
2022-10-29,27.41,34.29,20.97,0.0,Karonga
2022-10-30,27.54,33.81,21.33,0.0,Karonga
2022-10-31,27.71,34.46,20.79,0.0,Karonga
2022-11-01,27.55,33.58,21.5,0.0,Karonga
2022-11-02,27.23,33.73,20.7,0.02,Karonga
2022-11-03,26.98,33.46,20.51,0.07,Karonga
2022-11-04,27.49,33.78,21.19,0.21,Karonga
2022-11-05,27.49,33.4,22.05,0.24,Karonga
2022-11-06,27.82,34.01,21.49,0.21,Karonga
2022-11-07,27.86,34.41,21.47,0.16,Karonga
2022-11-08,27.6,34.01,21.27,1.4,Karonga
2022-11-09,27.52,34.05,21.59,4.94,Karonga
2022-11-10,25.4,28.48,22.59,12.28,Karonga
2022-11-11,24.89,28.98,22.28,8.95,Karonga
2022-11-12,25.23,30.81,20.69,2.12,Karonga
2022-11-13,26.34,32.32,20.93,0.34,Karonga
2022-11-14,26.6,32.85,20.25,0.22,Karonga
2022-11-15,26.81,32.97,21.16,0.04,Karonga
2022-11-16,26.76,33.1,20.92,0.61,Karonga
2022-11-17,26.2,31.76,21.1,2.98,Karonga
2022-11-18,25.92,31.49,21.3,3.11,Karonga
2022-11-19,26.32,32.71,21.14,2.04,Karonga
2022-11-20,26.66,33.02,21.15,1.67,Karonga
2022-11-21,27.34,33.44,21.95,3.45,Karonga
2022-11-22,27.63,33.32,22.7,1.61,Karonga
2022-11-23,27.66,33.42,22.97,0.48,Karonga
2022-11-24,26.37,30.63,22.53,0.62,Karonga
2022-11-25,26.71,32.33,22.05,0.29,Karonga
2022-11-26,26.73,33.22,20.98,0.05,Karonga
2022-11-27,27.12,33.1,21.43,0.18,Karonga
2022-11-28,27.29,33.96,21.45,0.04,Karonga
2022-11-29,27.51,34.41,20.46,0.45,Karonga
2022-11-30,25.7,30.63,21.45,18.54,Karonga
2022-12-01,21.4,23.35,20.11,8.51,Karonga
2022-12-02,23.35,27.56,19.68,1.2,Karonga
2022-12-03,23.33,27.0,20.08,2.1,Karonga
2022-12-04,24.38,29.47,21.09,0.75,Karonga
2022-12-05,25.91,32.37,20.37,0.03,Karonga
2022-12-06,26.56,33.05,20.32,0.08,Karonga
2022-12-07,26.93,32.66,21.82,0.54,Karonga
2022-12-08,26.2,31.98,21.17,2.18,Karonga
2022-12-09,25.23,29.75,21.68,14.32,Karonga
2022-12-10,23.67,26.81,21.47,13.76,Karonga
2022-12-11,23.22,25.89,21.16,46.54,Karonga
2022-12-12,23.59,27.46,21.13,6.0,Karonga
2022-12-13,24.56,29.8,20.01,2.42,Karonga
2022-12-14,23.96,27.9,21.34,3.56,Karonga
2022-12-15,24.24,28.83,20.77,6.53,Karonga
2022-12-16,24.08,28.58,20.71,8.53,Karonga
2022-12-17,25.1,28.79,21.53,2.25,Karonga
2022-12-18,25.26,29.35,22.17,4.54,Karonga
2022-12-19,24.25,28.32,21.44,14.69,Karonga
2022-12-20,23.19,26.15,20.57,29.62,Karonga
2022-12-21,22.34,23.8,20.91,10.22,Karonga
2022-12-22,22.43,25.36,19.76,24.51,Karonga
2022-12-23,22.11,24.98,20.07,5.07,Karonga
2022-12-24,23.13,26.37,20.68,31.63,Karonga
2022-12-25,23.08,26.39,20.7,5.45,Karonga
2022-12-26,23.33,26.23,20.6,2.24,Karonga
2022-12-27,21.7,24.38,19.91,30.15,Karonga
2022-12-28,21.86,24.08,20.37,20.37,Karonga
2022-12-29,22.35,25.64,20.44,35.08,Karonga
2022-12-30,22.57,26.1,20.13,22.02,Karonga
2022-12-31,22.61,26.91,19.24,11.47,Karonga
2023-01-01,23.48,27.63,20.69,3.34,Karonga
2023-01-02,24.02,28.64,19.96,0.29,Karonga
2023-01-03,24.33,28.8,20.21,0.67,Karonga
2023-01-04,24.59,28.77,21.05,1.06,Karonga
2023-01-05,21.08,22.36,19.66,8.99,Karonga
2023-01-06,23.33,26.93,19.43,4.56,Karonga
2023-01-07,22.91,26.74,20.83,35.66,Karonga
2023-01-08,22.4,25.65,19.86,52.99,Karonga
2023-01-09,23.38,27.12,20.84,17.14,Karonga
2023-01-10,23.4,26.92,21.23,5.29,Karonga
2023-01-11,24.08,28.42,20.52,2.56,Karonga
2023-01-12,23.54,26.92,21.13,54.49,Karonga
2023-01-13,22.12,25.19,19.64,36.33,Karonga
2023-01-14,22.83,25.89,20.48,12.96,Karonga
2023-01-15,23.03,26.34,20.48,43.08,Karonga
2023-01-16,22.53,26.16,19.99,16.12,Karonga
2023-01-17,23.59,26.72,21.05,6.3,Karonga
2023-01-18,23.08,26.38,20.54,15.07,Karonga
2023-01-19,22.08,24.71,19.83,5.91,Karonga
2023-01-20,22.81,26.23,18.9,7.28,Karonga
2023-01-21,22.85,26.31,19.98,5.11,Karonga
2023-01-22,22.16,24.84,19.96,19.0,Karonga
2023-01-23,22.51,25.93,19.58,7.88,Karonga
2023-01-24,23.67,27.72,19.41,1.49,Karonga
2023-01-25,23.8,28.02,19.88,2.22,Karonga
2023-01-26,22.6,25.25,20.48,18.03,Karonga
2023-01-27,24.25,28.69,19.63,7.38,Karonga
2023-01-28,23.62,26.59,21.05,10.17,Karonga
2023-01-29,23.89,28.0,19.62,7.79,Karonga
2023-01-30,24.25,28.13,21.51,8.95,Karonga
2023-01-31,24.0,28.07,20.4,0.85,Karonga
2023-02-01,24.25,28.29,21.42,3.16,Karonga
2023-02-02,23.27,26.13,21.2,15.24,Karonga
2023-02-03,23.12,26.34,20.61,37.29,Karonga
2023-02-04,23.08,26.51,20.35,20.8,Karonga
2023-02-05,22.6,26.23,19.34,3.32,Karonga
2023-02-06,23.28,27.26,19.77,4.08,Karonga
2023-02-07,23.19,26.72,20.38,2.77,Karonga
2023-02-08,23.13,26.99,19.74,10.84,Karonga
2023-02-09,23.66,27.63,19.49,11.1,Karonga
2023-02-10,23.89,27.38,20.14,5.04,Karonga
2023-02-11,23.71,27.69,20.22,4.31,Karonga
2023-02-12,23.54,27.05,20.68,24.61,Karonga
2023-02-13,24.18,27.95,20.36,19.29,Karonga
2023-02-14,23.75,26.63,21.32,12.86,Karonga
2023-02-15,23.16,24.68,21.07,4.24,Karonga
2023-02-16,23.48,26.47,21.12,26.82,Karonga
2023-02-17,23.13,26.2,20.62,5.32,Karonga
2023-02-18,23.09,26.16,20.29,3.93,Karonga
2023-02-19,23.48,27.66,20.96,21.3,Karonga
2023-02-20,24.83,28.66,21.83,2.51,Karonga
2023-02-21,24.38,28.62,20.99,0.57,Karonga
2023-02-22,24.32,28.57,21.18,1.91,Karonga
2023-02-23,23.58,27.0,21.18,4.88,Karonga
2023-02-24,23.37,26.57,20.32,5.68,Karonga
2023-02-25,24.35,27.44,21.96,5.76,Karonga
2023-02-26,24.03,27.54,21.85,13.97,Karonga
2023-02-27,23.82,27.09,20.36,13.05,Karonga
2023-02-28,24.15,26.82,21.37,21.93,Karonga
2023-03-01,24.04,27.38,20.92,20.89,Karonga
2023-03-02,23.03,26.18,20.62,4.81,Karonga
2023-03-03,23.57,27.43,20.19,8.79,Karonga
2023-03-04,23.13,25.76,20.9,38.48,Karonga
2023-03-05,24.23,27.75,20.89,11.64,Karonga
2023-03-06,24.26,26.74,22.0,3.47,Karonga
2023-03-07,24.94,28.53,20.81,25.12,Karonga
2023-03-08,23.4,26.02,21.27,1.05,Karonga
2023-03-09,22.74,24.88,20.65,2.2,Karonga
2023-03-10,23.98,28.22,19.21,9.63,Karonga
2023-03-11,24.08,26.88,20.59,11.68,Karonga
2023-03-12,24.1,27.62,21.02,3.85,Karonga
2023-03-13,23.25,26.82,20.46,8.03,Karonga
2023-03-14,23.06,26.73,20.5,12.43,Karonga
2023-03-15,23.09,26.27,20.0,7.76,Karonga
2023-03-16,22.56,25.72,20.46,8.41,Karonga
2023-03-17,21.77,24.31,19.6,62.37,Karonga
2023-03-18,22.66,25.96,20.35,10.39,Karonga
2023-03-19,23.35,27.07,20.84,4.07,Karonga
2023-03-20,22.68,25.66,20.41,4.86,Karonga
2023-03-21,22.69,25.92,20.56,20.83,Karonga
2023-03-22,22.1,25.38,19.85,3.79,Karonga
2023-03-23,21.98,25.38,19.24,3.57,Karonga
2023-03-24,22.37,26.24,18.87,1.26,Karonga
2023-03-25,22.57,26.18,19.13,2.89,Karonga
2023-03-26,23.36,27.0,20.88,6.93,Karonga
2023-03-27,23.26,26.67,20.71,14.88,Karonga
2023-03-28,22.53,25.03,20.58,6.79,Karonga
2023-03-29,22.01,24.27,20.38,2.21,Karonga
2023-03-30,22.37,25.34,20.07,8.57,Karonga
2023-03-31,22.22,24.53,20.39,13.13,Karonga
2023-04-01,21.44,22.93,19.88,19.55,Karonga
2023-04-02,21.98,24.29,20.25,29.33,Karonga
2023-04-03,22.23,25.64,19.81,6.78,Karonga
2023-04-04,22.8,26.5,19.95,3.43,Karonga
2023-04-05,22.16,24.88,20.24,8.1,Karonga
2023-04-06,21.57,24.81,19.05,36.39,Karonga
2023-04-07,22.16,25.74,19.07,11.45,Karonga
2023-04-08,22.26,25.75,19.75,13.27,Karonga
2023-04-09,23.12,26.69,20.66,1.88,Karonga
2023-04-10,22.8,26.86,19.33,2.51,Karonga
2023-04-11,23.36,27.41,19.61,18.95,Karonga
2023-04-12,23.03,25.75,21.32,20.16,Karonga
2023-04-13,22.53,24.93,20.67,23.06,Karonga
2023-04-14,21.95,24.29,20.03,19.68,Karonga
2023-04-15,22.92,26.17,20.56,7.29,Karonga
2023-04-16,22.06,25.73,18.71,6.2,Karonga
2023-04-17,21.11,24.08,19.0,3.1,Karonga
2023-04-18,21.73,25.24,18.97,3.13,Karonga
2023-04-19,22.03,25.39,19.26,3.66,Karonga
2023-04-20,22.1,25.49,19.33,0.96,Karonga
2023-04-21,22.75,26.62,19.62,1.38,Karonga
2023-04-22,23.32,26.82,20.41,1.23,Karonga
2023-04-23,23.14,26.74,20.27,0.77,Karonga
2023-04-24,23.54,26.7,20.99,4.57,Karonga
2023-04-25,22.87,26.49,19.35,0.8,Karonga
2023-04-26,21.18,25.77,17.6,0.39,Karonga
