date,temperature_mean,temperature_max,temperature_min,rainfall,district
2024-08-01,15.18,20.89,10.4,0.0,Mzimba
2024-08-02,15.28,20.98,10.55,0.0,Mzimba
2024-08-03,15.92,22.59,9.81,0.0,Mzimba
2024-08-04,16.51,23.37,10.57,0.0,Mzimba
2024-08-05,17.3,24.79,10.76,0.0,Mzimba
2024-08-06,17.32,23.72,11.37,0.0,Mzimba
2024-08-07,16.92,23.24,11.01,0.0,Mzimba
2024-08-08,16.8,22.94,11.16,0.0,Mzimba
2024-08-09,16.83,23.16,11.37,0.0,Mzimba
2024-08-10,16.95,23.24,11.89,0.0,Mzimba
2024-08-11,17.64,23.73,12.51,0.0,Mzimba
2024-08-12,18.19,24.59,11.97,0.0,Mzimba
2024-08-13,18.51,24.62,13.39,0.0,Mzimba
2024-08-14,18.82,25.55,12.75,0.0,Mzimba
2024-08-15,19.3,25.65,14.21,0.0,Mzimba
2024-08-16,17.94,22.56,14.48,0.0,Mzimba
2024-08-17,17.57,23.32,13.53,0.0,Mzimba
2024-08-18,17.18,23.27,12.64,0.0,Mzimba
2024-08-19,16.95,23.1,11.11,0.01,Mzimba
2024-08-20,17.35,22.77,13.64,1.45,Mzimba
2024-08-21,17.68,22.76,14.84,1.25,Mzimba
2024-08-22,17.68,23.26,14.45,1.22,Mzimba
2024-08-23,17.21,22.16,13.77,0.38,Mzimba
2024-08-24,16.71,22.45,12.69,0.02,Mzimba
2024-08-25,16.66,22.21,12.56,0.01,Mzimba
2024-08-26,17.51,23.97,11.02,0.0,Mzimba
2024-08-27,18.95,24.81,14.15,0.0,Mzimba
2024-08-28,20.29,26.68,15.27,0.0,Mzimba
2024-08-29,20.85,26.85,16.56,0.5,Mzimba
2024-08-30,20.46,24.85,18.07,0.72,Mzimba
2024-08-31,19.8,24.17,16.95,1.33,Mzimba
2024-09-01,18.42,22.84,15.41,1.01,Mzimba
2024-09-02,16.23,22.04,12.27,0.18,Mzimba
2024-09-03,15.84,22.64,11.68,0.0,Mzimba
2024-09-04,15.98,22.19,11.73,0.0,Mzimba
2024-09-05,16.91,23.65,10.4,0.0,Mzimba
2024-09-06,18.42,24.88,12.48,0.0,Mzimba
2024-09-07,19.12,24.98,14.31,0.0,Mzimba
2024-09-08,20.59,26.07,16.46,0.0,Mzimba
2024-09-09,21.16,27.07,16.34,0.0,Mzimba
2024-09-10,21.21,27.07,15.93,0.0,Mzimba
2024-09-11,20.36,26.18,16.36,0.0,Mzimba
2024-09-12,20.74,26.32,16.23,0.0,Mzimba
2024-09-13,21.31,27.6,16.46,0.0,Mzimba
2024-09-14,21.3,27.43,16.52,0.0,Mzimba
2024-09-15,21.02,26.65,17.05,0.0,Mzimba
2024-09-16,20.51,26.87,15.17,0.0,Mzimba
2024-09-17,20.71,27.51,15.4,0.0,Mzimba
2024-09-18,21.01,27.58,16.05,0.03,Mzimba
2024-09-19,21.29,28.83,14.76,0.0,Mzimba
2024-09-20,21.26,28.19,15.86,0.0,Mzimba
2024-09-21,21.06,27.22,16.72,0.01,Mzimba
2024-09-22,21.23,27.06,15.25,0.04,Mzimba
2024-09-23,21.39,25.84,18.2,3.23,Mzimba
2024-09-24,19.94,24.93,16.68,2.02,Mzimba
2024-09-25,20.44,26.45,16.0,0.62,Mzimba
2024-09-26,21.27,27.93,15.05,0.0,Mzimba
2024-09-27,22.11,29.02,15.58,0.0,Mzimba
2024-09-28,21.92,28.65,16.28,0.0,Mzimba
2024-09-29,21.92,29.36,15.39,0.0,Mzimba
2024-09-30,22.6,31.34,14.61,0.0,Mzimba
2024-10-01,22.42,29.72,16.61,0.0,Mzimba
2024-10-02,21.97,26.91,17.39,4.85,Mzimba
2024-10-03,20.66,24.55,16.9,23.92,Mzimba
2024-10-04,17.03,22.02,13.24,3.23,Mzimba
2024-10-05,16.32,22.15,12.51,1.6,Mzimba
2024-10-06,17.67,23.23,13.1,2.62,Mzimba
2024-10-07,19.76,25.85,13.64,1.15,Mzimba
2024-10-08,20.76,26.64,15.78,0.01,Mzimba
2024-10-09,20.26,25.71,16.38,0.04,Mzimba
2024-10-10,18.96,24.72,14.88,0.03,Mzimba
2024-10-11,20.06,25.06,15.93,0.03,Mzimba
2024-10-12,21.28,26.57,17.39,0.01,Mzimba
2024-10-13,21.96,28.22,17.24,0.01,Mzimba
2024-10-14,22.83,29.59,16.4,0.0,Mzimba
2024-10-15,23.53,30.09,18.06,0.09,Mzimba
2024-10-16,21.17,25.08,18.71,1.59,Mzimba
2024-10-17,20.17,25.51,16.47,0.81,Mzimba
2024-10-18,21.63,29.05,15.81,0.46,Mzimba
2024-10-19,22.67,30.39,16.21,0.04,Mzimba
2024-10-20,22.75,29.98,16.26,0.06,Mzimba
2024-10-21,23.08,28.97,18.39,0.0,Mzimba
2024-10-22,23.43,29.03,19.37,0.07,Mzimba
2024-10-23,23.64,29.38,19.33,0.02,Mzimba
2024-10-24,23.39,29.48,18.36,0.0,Mzimba
2024-10-25,23.66,30.39,18.46,0.0,Mzimba
2024-10-26,23.97,30.63,18.1,0.0,Mzimba
2024-10-27,24.29,30.82,18.94,0.0,Mzimba
2024-10-28,25.45,32.28,19.77,0.01,Mzimba
2024-10-29,24.58,28.82,20.79,1.25,Mzimba
2024-10-30,24.47,29.49,20.84,3.03,Mzimba
2024-10-31,24.39,30.16,19.71,0.01,Mzimba
2024-11-01,24.02,28.36,20.53,0.34,Mzimba
2024-11-02,24.45,29.86,20.59,0.01,Mzimba
2024-11-03,24.65,30.12,20.85,0.01,Mzimba
2024-11-04,24.75,30.53,20.64,0.01,Mzimba
2024-11-05,25.31,31.88,20.02,0.0,Mzimba
2024-11-06,25.3,31.04,20.64,0.0,Mzimba
2024-11-07,25.15,30.46,20.69,1.07,Mzimba
2024-11-08,23.06,27.12,20.02,9.08,Mzimba
2024-11-09,23.21,28.59,19.32,3.72,Mzimba
2024-11-10,23.84,29.42,19.99,1.9,Mzimba
2024-11-11,24.82,30.64,20.31,0.82,Mzimba
2024-11-12,24.68,30.42,19.72,0.12,Mzimba
2024-11-13,24.52,30.8,19.03,0.93,Mzimba
2024-11-14,24.57,29.9,20.34,2.64,Mzimba
2024-11-15,22.25,25.07,19.94,7.08,Mzimba
2024-11-16,23.03,27.89,19.74,3.48,Mzimba
2024-11-17,23.56,29.46,18.55,0.08,Mzimba
2024-11-18,24.69,30.72,20.09,0.12,Mzimba
2024-11-19,24.79,30.06,20.37,0.24,Mzimba
2024-11-20,24.64,29.77,20.83,0.22,Mzimba
2024-11-21,24.46,29.88,20.82,0.13,Mzimba
2024-11-22,24.33,29.83,20.52,0.94,Mzimba
2024-11-23,24.84,31.62,19.58,0.47,Mzimba
2024-11-24,24.42,29.45,20.64,1.18,Mzimba
2024-11-25,24.11,29.33,20.88,3.64,Mzimba
2024-11-26,23.77,28.34,20.69,1.29,Mzimba
2024-11-27,25.42,31.94,19.97,0.05,Mzimba
2024-11-28,26.11,32.49,20.19,0.08,Mzimba
2024-11-29,26.19,31.96,21.64,0.28,Mzimba
2024-11-30,22.14,26.44,18.69,1.48,Mzimba
2024-12-01,20.78,25.41,17.36,0.29,Mzimba
2024-12-02,22.1,29.12,15.87,0.29,Mzimba
2024-12-03,23.45,29.97,17.57,0.31,Mzimba
2024-12-04,23.43,28.89,19.62,2.16,Mzimba
2024-12-05,23.65,29.17,18.52,2.32,Mzimba
2024-12-06,22.92,27.35,20.03,1.09,Mzimba
2024-12-07,22.73,26.75,20.38,3.43,Mzimba
2024-12-08,22.73,27.03,20.25,6.58,Mzimba
2024-12-09,22.48,26.23,20.35,6.1,Mzimba
2024-12-10,23.07,28.11,19.49,1.78,Mzimba
2024-12-11,23.98,29.49,19.71,1.82,Mzimba
2024-12-12,24.59,30.14,19.88,0.96,Mzimba
2024-12-13,25.03,31.53,19.74,1.17,Mzimba
2024-12-14,25.47,32.06,20.92,1.08,Mzimba
2024-12-15,23.83,28.52,21.0,4.1,Mzimba
2024-12-16,23.02,27.25,20.22,7.12,Mzimba
2024-12-17,23.74,27.96,20.36,1.19,Mzimba
2024-12-18,23.65,29.04,19.94,0.63,Mzimba
2024-12-19,23.64,28.93,19.31,1.36,Mzimba
2024-12-20,24.1,29.57,19.68,0.3,Mzimba
2024-12-21,24.4,30.11,19.45,0.13,Mzimba
2024-12-22,24.6,30.16,19.65,0.0,Mzimba
2024-12-23,24.98,30.55,19.89,0.0,Mzimba
2024-12-24,25.09,31.26,20.55,0.02,Mzimba
2024-12-25,25.1,30.17,20.85,0.01,Mzimba
2024-12-26,25.69,31.09,21.0,0.0,Mzimba
2024-12-27,26.01,32.3,20.94,0.23,Mzimba
2024-12-28,26.28,32.74,20.47,0.23,Mzimba
2024-12-29,23.9,27.85,21.06,6.92,Mzimba
2024-12-30,23.19,26.71,20.92,0.97,Mzimba
2024-12-31,22.03,24.85,19.64,1.87,Mzimba
2020-01-01,22.96,24.96,21.1,39.76,Neno
2020-01-02,23.29,26.83,20.75,20.7,Neno
2020-01-03,23.14,25.94,20.74,32.38,Neno
2020-01-04,23.8,28.03,20.08,55.5,Neno
2020-01-05,23.7,28.14,20.37,2.72,Neno
2020-01-06,24.33,29.39,19.32,5.3,Neno
2020-01-07,24.35,28.97,19.82,1.01,Neno
2020-01-08,25.06,29.5,20.6,1.83,Neno
2020-01-09,25.07,30.67,20.03,0.42,Neno
2020-01-10,24.78,29.72,20.84,1.73,Neno
2020-01-11,23.59,26.9,20.38,4.14,Neno
2020-01-12,23.22,27.12,20.65,28.18,Neno
2020-01-13,22.92,26.75,20.86,4.0,Neno
2020-01-14,23.2,27.57,19.78,3.68,Neno
2020-01-15,22.98,26.61,19.95,10.76,Neno
2020-01-16,23.03,25.77,20.74,12.93,Neno
2020-01-17,23.42,27.53,20.56,13.8,Neno
2020-01-18,23.89,27.99,21.23,6.64,Neno
2020-01-19,24.36,27.9,20.88,6.69,Neno
2020-01-20,23.32,25.51,21.56,19.03,Neno
2020-01-21,20.91,23.85,18.63,13.09,Neno
2020-01-22,20.48,25.48,17.23,0.06,Neno
2020-01-23,21.66,27.36,16.97,0.02,Neno
2020-01-24,21.97,26.69,18.54,0.01,Neno
2020-01-25,22.06,26.7,18.05,0.0,Neno
2020-01-26,23.61,29.57,18.5,1.22,Neno
2020-01-27,24.2,29.24,20.2,6.17,Neno
2020-01-28,21.85,24.97,18.94,4.14,Neno
2020-01-29,22.4,28.32,17.48,0.05,Neno
2020-01-30,20.66,23.13,18.49,14.12,Neno
2020-01-31,21.64,26.33,18.64,0.19,Neno
2020-02-01,22.58,27.53,18.62,0.57,Neno
2020-02-02,23.21,27.99,19.69,1.4,Neno
2020-02-03,23.17,27.39,20.36,3.0,Neno
2020-02-04,23.22,27.69,20.4,0.99,Neno
2020-02-05,23.89,28.86,20.36,8.76,Neno
2020-02-06,23.45,27.37,20.79,1.38,Neno
2020-02-07,23.98,28.48,20.37,4.88,Neno
2020-02-08,23.24,27.73,19.76,18.8,Neno
2020-02-09,23.54,27.94,20.52,1.31,Neno
2020-02-10,22.91,26.54,20.6,3.09,Neno
2020-02-11,23.7,28.18,19.92,13.6,Neno
2020-02-12,23.84,28.15,20.44,37.39,Neno
2020-02-13,22.21,25.1,20.37,26.25,Neno
2020-02-14,23.32,28.58,19.49,2.62,Neno
2020-02-15,23.95,29.05,20.11,4.73,Neno
2020-02-16,23.97,28.56,20.71,4.69,Neno
2020-02-17,23.53,27.97,20.1,1.62,Neno
2020-02-18,23.44,27.57,20.06,3.07,Neno
2020-02-19,23.06,27.24,20.21,1.3,Neno
2020-02-20,22.83,27.56,19.16,2.83,Neno
2020-02-21,23.36,28.2,19.28,12.63,Neno
2020-02-22,24.04,29.15,19.53,9.07,Neno
2020-02-23,25.0,30.29,20.81,17.26,Neno
2020-02-24,23.51,26.51,20.68,104.1,Neno
2020-02-25,20.69,24.21,18.36,14.94,Neno
2020-02-26,19.8,24.45,16.3,0.19,Neno
2020-02-27,20.53,25.98,15.62,1.56,Neno
2020-02-28,22.45,27.76,18.84,2.89,Neno
2020-02-29,21.62,25.54,18.94,1.67,Neno
2020-03-01,20.86,25.47,17.45,1.43,Neno
2020-03-02,19.39,24.07,16.09,4.35,Neno
2020-03-03,19.57,25.23,15.8,2.23,Neno
2020-03-04,19.73,24.6,16.26,4.99,Neno
2020-03-05,19.79,24.49,16.83,6.06,Neno
2020-03-06,20.06,25.07,15.86,8.54,Neno
2020-03-07,21.25,25.86,17.47,7.03,Neno
2020-03-08,21.26,26.01,17.58,0.02,Neno
2020-03-09,21.56,26.62,17.89,0.02,Neno
2020-03-10,22.43,27.25,18.81,0.03,Neno
2020-03-11,23.45,28.64,19.69,0.1,Neno
2020-03-12,23.56,28.02,20.08,1.74,Neno
2020-03-13,23.09,27.95,19.54,0.38,Neno
2020-03-14,22.91,27.58,18.91,2.13,Neno
2020-03-15,23.38,29.09,18.62,0.07,Neno
2020-03-16,22.28,27.27,17.88,1.35,Neno
2020-03-17,22.22,26.86,18.75,1.27,Neno
2020-03-18,21.39,26.74,18.05,0.15,Neno
2020-03-19,22.09,27.68,18.11,0.52,Neno
2020-03-20,21.18,27.31,15.93,0.02,Neno
2020-03-21,22.11,27.42,17.46,0.01,Neno
2020-03-22,21.9,27.34,17.63,0.81,Neno
2020-03-23,21.74,28.04,15.57,2.81,Neno
2020-03-24,22.87,28.9,17.68,0.11,Neno
2020-03-25,23.12,29.51,17.47,0.01,Neno
2020-03-26,23.65,30.49,17.38,0.01,Neno
2020-03-27,24.4,31.19,18.74,0.01,Neno
2020-03-28,23.0,29.28,17.37,0.33,Neno
2020-03-29,22.65,27.99,18.9,1.56,Neno
2020-03-30,21.9,28.28,16.44,0.0,Neno
2020-03-31,21.02,28.05,14.49,0.0,Neno
2020-04-01,21.89,29.06,16.47,0.0,Neno
2020-04-02,20.6,26.74,14.1,0.07,Neno
2020-04-03,21.56,26.63,18.03,0.16,Neno
2020-04-04,21.48,27.16,17.48,0.03,Neno
2020-04-05,21.72,29.16,14.89,0.0,Neno
2020-04-06,22.67,30.25,16.15,0.0,Neno
2020-04-07,23.71,30.33,18.07,0.01,Neno
2020-04-08,24.36,30.41,19.95,0.48,Neno
2020-04-09,22.45,27.76,18.6,1.28,Neno
2020-04-10,21.31,26.2,18.22,4.13,Neno
2020-04-11,21.33,27.22,16.67,0.03,Neno
2020-04-12,22.1,28.88,15.78,0.0,Neno
2020-04-13,23.45,30.38,17.41,0.01,Neno
2020-04-14,23.88,30.13,18.85,0.03,Neno
2020-04-15,24.29,30.99,18.76,0.0,Neno
2020-04-16,24.23,30.59,19.66,0.09,Neno
2020-04-17,23.43,29.87,18.38,0.06,Neno
2020-04-18,22.55,27.94,18.25,1.94,Neno
2020-04-19,21.45,26.34,17.91,1.6,Neno
2020-04-20,20.33,26.41,16.71,0.87,Neno
2020-04-21,20.8,26.88,16.37,0.23,Neno
2020-04-22,20.62,26.74,15.96,0.14,Neno
2020-04-23,20.92,26.52,16.92,0.3,Neno
2020-04-24,20.43,26.49,16.24,0.16,Neno
2020-04-25,21.33,27.62,16.66,0.14,Neno
2020-04-26,21.32,27.73,15.99,0.0,Neno
2020-04-27,20.28,26.8,16.23,0.0,Neno
2020-04-28,20.79,27.28,15.3,0.0,Neno
2020-04-29,22.01,28.55,16.27,0.0,Neno
2020-04-30,23.02,29.59,17.51,0.0,Neno
2020-05-01,23.19,28.91,18.8,0.05,Neno
2020-05-02,21.35,27.31,16.09,0.02,Neno
2020-05-03,20.36,26.68,15.82,0.0,Neno
2020-05-04,19.02,26.22,13.23,0.0,Neno
2020-05-05,19.1,25.16,14.33,0.35,Neno
2020-05-06,19.0,25.44,14.58,0.01,Neno
2020-05-07,18.98,25.06,14.1,0.01,Neno
2020-05-08,19.19,24.61,15.53,0.64,Neno
2020-05-09,18.55,24.52,13.35,0.09,Neno
2020-05-10,18.33,22.75,14.43,0.41,Neno
2020-05-11,18.47,24.82,14.15,0.0,Neno
2020-05-12,19.5,26.75,13.84,0.0,Neno
2020-05-13,20.35,28.24,13.15,0.0,Neno
2020-05-14,20.2,28.11,14.09,0.0,Neno
2020-05-15,18.2,25.09,12.39,0.0,Neno
2020-05-16,18.12,25.75,12.52,0.0,Neno
2020-05-17,16.92,24.1,9.68,0.0,Neno
2020-05-18,16.87,23.62,12.52,0.1,Neno
2020-05-19,16.35,23.65,9.49,0.0,Neno
2020-05-20,17.16,23.93,11.71,0.02,Neno
2020-05-21,17.24,23.9,11.37,0.0,Neno
2020-05-22,17.6,24.68,12.1,0.0,Neno
2020-05-23,17.0,24.6,10.62,0.0,Neno
2020-05-24,17.59,25.2,10.76,0.0,Neno
2020-05-25,19.21,27.61,11.74,0.0,Neno
2020-05-26,22.05,29.28,15.91,0.0,Neno
2020-05-27,23.98,30.47,18.21,0.04,Neno
2020-05-28,20.76,25.91,15.61,0.66,Neno
2020-05-29,20.76,27.12,15.31,0.22,Neno
2020-05-30,21.59,27.15,17.66,0.33,Neno
2020-05-31,19.37,25.98,15.07,0.1,Neno
2020-06-01,17.64,24.56,13.09,0.06,Neno
2020-06-02,17.35,24.23,11.66,0.0,Neno
2020-06-03,17.87,24.02,12.6,0.21,Neno
2020-06-04,18.81,25.01,13.63,0.35,Neno
2020-06-05,18.25,24.34,13.46,0.49,Neno
2020-06-06,17.27,23.75,11.23,0.13,Neno
2020-06-07,16.98,22.36,12.57,0.67,Neno
2020-06-08,17.31,23.0,13.25,0.61,Neno
2020-06-09,17.35,23.65,11.15,0.47,Neno
2020-06-10,18.08,24.73,13.17,0.13,Neno
2020-06-11,18.5,25.67,12.7,0.01,Neno
2020-06-12,19.86,26.66,13.48,0.02,Neno
2020-06-13,16.95,22.38,12.81,12.46,Neno
2020-06-14,16.04,20.42,12.09,7.85,Neno
2020-06-15,15.17,21.27,10.2,0.02,Neno
2020-06-16,14.83,19.36,10.43,0.17,Neno
2020-06-17,14.1,20.07,9.13,0.05,Neno
2020-06-18,15.28,20.05,11.36,2.01,Neno
2020-06-19,16.17,20.17,13.46,1.5,Neno
2020-06-20,15.66,21.19,12.2,0.48,Neno
2020-06-21,15.75,22.43,10.55,0.01,Neno
2020-06-22,15.46,22.2,10.1,0.05,Neno
2020-06-23,15.65,22.19,10.49,0.08,Neno
2020-06-24,16.31,21.8,11.9,0.06,Neno
2020-06-25,16.35,21.65,13.03,0.69,Neno
2020-06-26,17.05,23.73,10.92,0.25,Neno
2020-06-27,19.54,26.58,12.63,0.13,Neno
2020-06-28,21.18,27.75,14.92,0.06,Neno
2020-06-29,20.09,26.15,14.64,0.05,Neno
2020-06-30,18.13,23.42,14.45,0.22,Neno
2020-07-01,15.68,21.16,11.75,0.28,Neno
2020-07-02,16.82,22.38,13.63,0.88,Neno
2020-07-03,16.45,23.63,11.33,0.0,Neno
2020-07-04,15.22,21.93,9.46,0.01,Neno
2020-07-05,15.66,22.42,10.93,0.01,Neno
2020-07-06,15.99,23.06,9.57,0.0,Neno
2020-07-07,17.43,24.88,11.78,0.04,Neno
2020-07-08,17.68,24.15,11.85,0.0,Neno
2020-07-09,18.67,25.13,14.24,0.14,Neno
2020-07-10,20.12,27.67,14.27,0.0,Neno
2020-07-11,20.75,28.54,15.32,0.0,Neno
2020-07-12,18.8,24.43,15.25,0.0,Neno
2020-07-13,17.14,23.52,13.42,0.0,Neno
2020-07-14,18.19,27.1,11.02,0.0,Neno
2020-07-15,17.84,25.21,11.13,1.03,Neno
2020-07-16,13.99,17.87,11.59,5.16,Neno
2020-07-17,13.26,16.18,10.78,8.28,Neno
2020-07-18,15.22,19.41,12.53,8.95,Neno
2020-07-19,15.84,20.94,12.78,5.5,Neno
2020-07-20,15.77,21.25,12.48,0.38,Neno
2020-07-21,14.96,20.94,10.36,0.01,Neno
2020-07-22,15.04,20.84,10.55,0.01,Neno
2020-07-23,15.36,20.61,10.36,0.01,Neno
2020-07-24,15.7,21.1,12.0,0.23,Neno
2020-07-25,16.21,21.59,13.02,1.31,Neno
2020-07-26,15.13,21.34,10.22,0.04,Neno
2020-07-27,15.6,21.59,11.0,0.34,Neno
2020-07-28,16.17,21.55,12.38,1.11,Neno
2020-07-29,16.26,22.23,11.13,0.05,Neno
2020-07-30,16.95,24.33,10.79,0.0,Neno
2020-07-31,15.2,22.47,8.82,0.0,Neno
2020-08-01,15.3,21.52,9.44,0.0,Neno
2020-08-02,15.93,22.71,9.75,0.0,Neno
2020-08-03,17.42,23.05,13.47,0.0,Neno
2020-08-04,18.8,25.76,13.01,0.31,Neno
2020-08-05,20.06,27.11,13.36,0.04,Neno
2020-08-06,19.84,26.92,13.94,0.02,Neno
2020-08-07,19.48,27.38,13.18,0.0,Neno
2020-08-08,16.6,21.26,13.26,1.96,Neno
2020-08-09,14.89,22.61,8.8,0.0,Neno
2020-08-10,16.88,26.19,8.88,0.0,Neno
2020-08-11,17.25,25.63,11.69,0.0,Neno
2020-08-12,17.23,26.32,10.25,0.0,Neno
2020-08-13,18.58,27.27,12.33,0.0,Neno
2020-08-14,18.83,25.83,12.74,0.0,Neno
2020-08-15,18.08,26.75,11.63,0.0,Neno
2020-08-16,20.91,30.51,12.35,0.0,Neno
2020-08-17,21.72,30.08,14.59,0.0,Neno
2020-08-18,21.26,29.44,14.15,0.0,Neno
2020-08-19,23.29,31.81,16.3,0.0,Neno
2020-08-20,21.49,28.06,15.75,0.1,Neno
2020-08-21,20.62,27.39,15.22,0.16,Neno
2020-08-22,18.55,23.94,14.97,0.32,Neno
2020-08-23,18.19,25.06,12.9,0.03,Neno
2020-08-24,20.03,26.66,12.33,0.73,Neno
2020-08-25,22.03,27.45,16.35,1.43,Neno
2020-08-26,24.01,30.83,17.5,0.51,Neno
2020-08-27,23.45,29.37,19.2,1.01,Neno
2020-08-28,23.29,31.11,16.59,0.03,Neno
2020-08-29,24.4,32.45,18.32,0.0,Neno
2020-08-30,25.02,34.0,18.22,0.0,Neno
2020-08-31,24.07,31.59,18.0,0.0,Neno
2020-09-01,22.19,29.64,15.79,0.1,Neno
2020-09-02,20.73,26.94,15.86,0.68,Neno
2020-09-03,19.55,26.06,15.11,0.64,Neno
2020-09-04,18.24,24.76,11.43,0.01,Neno
2020-09-05,18.39,24.37,13.46,0.27,Neno
2020-09-06,18.54,25.35,13.59,0.06,Neno
2020-09-07,18.96,26.63,12.96,0.02,Neno
2020-09-08,18.1,26.02,11.22,0.0,Neno
2020-09-09,17.8,25.95,11.0,0.0,Neno
2020-09-10,19.12,26.78,11.63,0.0,Neno
2020-09-11,19.76,26.46,12.41,0.0,Neno
2020-09-12,19.94,25.78,13.08,0.0,Neno
2020-09-13,21.22,28.43,13.87,0.0,Neno
2020-09-14,23.6,30.19,15.74,0.0,Neno
2020-09-15,25.98,33.53,20.0,0.0,Neno
2020-09-16,26.79,34.12,20.78,0.0,Neno
2020-09-17,27.11,34.82,20.3,0.0,Neno
2020-09-18,24.67,32.43,18.32,0.0,Neno
2020-09-19,24.14,31.95,16.4,0.0,Neno
2020-09-20,24.76,32.25,16.91,0.0,Neno
2020-09-21,25.04,33.44,17.85,0.0,Neno
2020-09-22,23.35,30.45,16.92,0.07,Neno
2020-09-23,21.32,28.04,16.01,0.31,Neno
2020-09-24,21.36,29.62,14.91,0.0,Neno
2020-09-25,23.54,32.57,14.42,0.0,Neno
2020-09-26,26.41,35.43,19.13,0.0,Neno
2020-09-27,27.66,36.68,20.0,0.0,Neno
2020-09-28,27.89,35.61,20.76,0.0,Neno
2020-09-29,26.72,34.74,19.52,0.0,Neno
2020-09-30,26.37,34.29,18.72,0.01,Neno
2020-10-01,26.02,34.62,18.75,0.0,Neno
2020-10-02,27.84,35.98,20.43,0.0,Neno
2020-10-03,26.86,35.74,18.93,0.0,Neno
2020-10-04,27.61,35.81,19.73,0.0,Neno
2020-10-05,26.37,34.76,18.82,0.01,Neno
2020-10-06,25.5,32.82,18.45,0.08,Neno
2020-10-07,24.46,31.99,17.57,0.02,Neno
2020-10-08,24.06,30.98,17.71,0.13,Neno
2020-10-09,25.99,33.85,18.04,0.02,Neno
2020-10-10,28.66,35.92,21.42,0.13,Neno
2020-10-11,27.51,33.0,21.88,0.77,Neno
2020-10-12,23.86,29.47,19.29,6.0,Neno
2020-10-13,23.35,29.79,18.07,0.95,Neno
2020-10-14,24.28,30.64,19.23,0.01,Neno
2020-10-15,22.47,29.79,16.51,0.01,Neno
2020-10-16,23.8,32.45,15.45,0.0,Neno
2020-10-17,23.48,31.56,15.93,0.0,Neno
2020-10-18,23.59,32.9,15.35,0.0,Neno
2020-10-19,24.65,34.01,16.35,0.0,Neno
2020-10-20,26.4,34.55,18.75,0.0,Neno
2020-10-21,27.3,33.77,21.31,0.01,Neno
2020-10-22,25.93,33.04,20.17,0.01,Neno
2020-10-23,24.57,32.76,16.38,0.0,Neno
2020-10-24,25.23,32.64,17.79,0.03,Neno
2020-10-25,26.09,33.05,18.39,0.02,Neno
2020-10-26,27.01,33.28,20.59,0.18,Neno
2020-10-27,27.45,33.94,20.71,0.23,Neno
2020-10-28,27.09,33.36,21.45,0.12,Neno
2020-10-29,27.1,33.24,20.73,0.02,Neno
2020-10-30,27.93,34.73,20.93,0.01,Neno
2020-10-31,25.49,29.64,21.45,0.29,Neno
2020-11-01,24.0,28.49,20.11,0.51,Neno
2020-11-02,25.07,31.91,19.09,1.41,Neno
2020-11-03,27.19,34.94,19.98,1.03,Neno
2020-11-04,27.76,36.06,20.24,0.0,Neno
2020-11-05,28.19,36.64,20.9,0.0,Neno
2020-11-06,28.39,37.09,20.51,0.0,Neno
2020-11-07,28.29,36.15,21.53,0.0,Neno
2020-11-08,29.36,38.13,20.84,0.0,Neno
2020-11-09,29.89,37.61,22.01,0.0,Neno
2020-11-10,30.0,37.16,22.85,0.02,Neno
2020-11-11,27.21,33.4,22.15,0.09,Neno
2020-11-12,25.7,31.95,21.19,0.74,Neno
2020-11-13,24.39,31.55,18.79,0.7,Neno
2020-11-14,23.73,32.25,17.31,0.0,Neno
2020-11-15,24.98,34.61,15.88,0.0,Neno
2020-11-16,26.73,36.29,17.01,0.0,Neno
2020-11-17,27.89,37.28,18.31,0.0,Neno
2020-11-18,29.99,38.93,20.2,0.0,Neno
2020-11-19,30.77,39.16,21.8,0.03,Neno
2020-11-20,29.93,37.4,23.71,0.2,Neno
2020-11-21,28.02,35.44,20.58,0.28,Neno
2020-11-22,29.09,36.58,21.18,0.01,Neno
2020-11-23,30.99,38.56,23.99,0.0,Neno
2020-11-24,31.34,39.17,24.17,0.0,Neno
2020-11-25,31.84,39.87,23.2,0.0,Neno
2020-11-26,30.64,38.42,24.09,0.22,Neno
2020-11-27,27.33,32.56,23.16,1.83,Neno
2020-11-28,28.11,34.69,21.13,0.57,Neno
2020-11-29,29.33,35.92,22.45,0.34,Neno
2020-11-30,28.0,32.62,22.69,3.55,Neno
2020-12-01,24.46,30.27,21.07,7.78,Neno
2020-12-02,24.77,31.24,20.92,75.15,Neno
2020-12-03,23.31,26.56,21.13,15.14,Neno
2020-12-04,23.94,28.5,20.42,27.26,Neno
2020-12-05,24.1,28.75,20.87,28.86,Neno
2020-12-06,22.85,26.19,21.14,43.82,Neno
2020-12-07,22.87,26.0,20.97,1.18,Neno
2020-12-08,23.05,27.16,20.34,0.72,Neno
2020-12-09,22.97,27.66,19.87,0.93,Neno
2020-12-10,22.18,26.99,18.63,1.01,Neno
2020-12-11,23.47,28.73,18.06,2.11,Neno
2020-12-12,23.88,28.25,20.62,3.29,Neno
2020-12-13,23.52,28.13,19.84,7.34,Neno
2020-12-14,22.86,26.95,19.96,2.13,Neno
2020-12-15,23.7,28.6,19.35,4.96,Neno
2020-12-16,23.79,29.35,19.35,11.39,Neno
2020-12-17,23.6,28.22,19.23,1.43,Neno
2020-12-18,24.13,28.54,20.2,0.3,Neno
